Feature-1,Feature-2,Feature-3,Feature-4,Target
-0.721172325,-0.372911088,-0.854321725,0.257025495,-0.364714505
-1.873869058,-1.10091282,-0.370236342,1.466980433,1.484025975
-2.530368919,-0.320999421,-1.250463016,-0.056488903,1.145370671
0.85076629,0.25424881,-0.387316555,0.541678433,-1.098382863
0.103795844,1.174936747,-1.380017317,0.043196795,-1.690941934
0.068465603,-1.208595273,0.216115435,-0.950671116,-1.418384843
-0.797937756,-0.9325131,0.30253108,0.116982017,-0.504874613
-0.520409925,0.395391594,-0.605299943,1.012894335,0.82457835
-1.150338073,1.421651285,-1.198717843,1.633755616,2.123737469
0.19299687,1.165667448,0.526005341,0.339549932,-2.413440416
0.749832423,-0.447064462,0.397219937,0.213155981,0.483143606
-0.134954613,-0.916066913,0.484995698,1.532497108,1.309109135
1.407714261,-0.098063888,-0.298852716,-0.489230318,0.219984502
-0.850673515,0.481070946,-0.85402383,-0.660546791,-1.800946153
-0.771726337,-0.30956053,0.371350096,0.100594386,-0.256377503
0.693227624,-0.300159236,0.833580148,-0.270200755,-0.230769482
-1.355689719,0.882619626,-0.251346574,1.304423926,0.088382917
-1.640504621,-0.703242068,-0.53438318,-0.354044913,0.496728772
-0.572290524,-0.923740541,1.219669745,-0.863063507,0.277478756
1.664703255,-0.39246292,1.433751266,-0.629077332,-0.866041966
0.547176232,-0.784009527,0.534053309,0.289138715,0.322640386
0.027013975,0.391480101,-0.994021067,-0.922490066,0.179517948
0.08963303,-0.194455844,2.07248687,-0.004455614,-0.092649155
-0.953114741,0.988612366,-2.128431336,1.974087718,0.726826118
-1.229362581,-0.954988457,-2.554503942,0.339243375,-0.287532913
-1.565373915,-0.247194404,0.204398019,0.696846631,-0.95338459
-0.627987334,-0.920241382,0.586170725,0.893887367,-0.557806703
0.417318418,-1.409660988,-0.266989309,0.252301045,0.463079549
-0.633310363,0.47577383,-0.178386336,1.511198023,-0.787202
0.31424684,-0.168979337,0.610869558,-0.388101893,0.926377653
1.629725995,0.664931077,-0.879175903,0.033594898,-0.363202217
1.358303236,-0.229477356,1.141073939,0.981726405,0.499222378
-1.879006464,0.172002489,-0.312604686,-0.621370884,-2.365504549
-0.603770483,0.33938257,0.34708955,1.513290323,-1.026149339
0.207196409,-0.187033579,0.061747352,0.016488179,-0.296056892
1.102600859,0.382443031,1.098770679,-0.004163091,-0.553241429
-0.006736487,0.387937483,0.695645265,-0.311295802,-0.938968705
0.75669928,0.857311409,1.349507967,0.824640337,0.711502491
0.09369174,-1.240457593,-1.264607855,-1.220346667,-1.208977586
-1.163176802,0.45497711,-0.001236877,-0.095755814,-0.187505141
2.04713009,0.107389681,1.108091145,-0.058845787,-1.352755693
0.397068427,-1.814826948,-0.394143934,-0.074189127,-2.17018549
0.48397248,1.274613458,-1.125326572,-0.665091333,1.121187007
-0.115363416,1.935667481,0.566013185,-0.377109792,1.857299482
-0.376801854,-0.289130991,0.409243163,-0.541242553,0.332935772
-1.110664657,-2.560557822,-1.9197719,-1.141808966,-1.476763229
-0.618022978,0.869726404,0.4440701,-0.90072672,-0.84181739
-2.483929599,0.043660332,-0.074900207,-0.442273915,-0.979237414
-0.303503789,0.662937654,-0.142472199,-1.814248424,0.796850765
-0.370729997,1.742394701,-2.234854558,-0.355880832,-0.81191013
2.592523916,-0.49327611,-0.892433183,0.905049109,-0.328841076
0.542814953,1.162115135,0.548346831,1.42047885,0.95759932
0.337574882,0.623802864,-1.093926355,0.974032783,-1.117187766
0.461218103,0.10968782,0.091591705,0.47982639,-0.863046863
0.636099915,0.927333169,1.903798167,-0.296677955,1.421935272
-0.020231764,-2.072488487,-0.412545009,-1.364501592,-0.388311255
-0.109601926,1.230918939,-0.379230005,-2.922859458,0.237445657
1.14668429,0.724245825,0.371622654,-1.627650508,-0.381405688
1.256266806,-0.520664712,0.502349744,-1.045638108,-0.387111621
0.933533538,-0.814725041,-0.56508344,-1.479744107,2.126490551
-1.026959038,0.438923317,0.409199913,-1.323246577,0.517641149
2.035726825,0.234618358,-1.51467436,-0.938109038,0.266615282
-0.117138794,-0.969641832,2.06116848,0.107360408,-0.75316331
0.333544735,-0.051081689,0.568592394,-1.007307516,2.309562802
1.36807423,1.723609989,-1.146241235,0.4322934,1.803304617
1.752865356,1.517678175,-0.291532756,-0.885461729,-0.756667491
-0.768161071,2.046028797,-0.182916482,-0.667835609,0.184757408
-0.216238512,0.289462219,0.354056629,0.801186565,-0.623146495
0.118946102,-0.217719939,-0.0835584,-0.402962391,1.431256835
0.494769974,1.141377874,-1.236753962,1.508353263,-0.01129373
0.703909576,-0.001193855,0.93939914,0.294430421,-1.033053489
-0.38733972,0.27182967,-0.973785289,0.227164311,1.390629589
-0.164271167,0.026447694,0.6273358,1.371771503,-0.466028692
1.032196034,-0.138482427,1.550109365,2.380999641,-0.985870911
-0.802360974,1.24557247,-0.1429405,0.496866028,0.956638388
1.63668672,-0.050209158,-1.189627004,0.109142586,-0.473440793
0.333154277,-1.593303216,-0.354163081,0.36334967,-0.046382585
0.79536179,1.818260052,-1.02158862,0.443878985,-0.800833482
-0.201033974,-1.78884673,1.958502171,1.983737473,-1.048278338
-0.250574509,1.062256257,-0.053967021,1.315996715,0.323252676
-1.601102862,-0.944291205,-1.185058306,0.583959432,-0.215381075
-1.094507957,0.854856043,-1.244136477,0.723329568,-1.479384298
0.223763044,1.908776992,1.11227122,-0.969879135,-1.200456851
0.016747509,1.408607483,0.584745252,-1.459689559,-0.252145143
-0.907238245,-0.294761545,-0.612588394,0.321840541,-0.241931827
-1.379586872,-0.905554745,0.896759784,1.38914861,-0.208349601
-0.233015835,-0.343160507,-2.216916636,-1.224756448,0.739193339
-0.164990254,-1.014530417,0.163814616,1.908367813,-0.966392078
0.429407615,-0.720018076,-0.175628852,1.174748521,0.232468553
-1.229288842,0.014253862,2.177006272,3.207872392,0.466434692
0.253885351,-0.589272423,-0.05481966,0.110039374,-1.386198917
-0.066008869,0.755227424,0.649643421,-0.175113339,-0.394693544
-0.4273171,1.329402728,1.441761747,-0.590161725,-0.253205929
-1.084047772,-0.365170695,1.076954008,0.605516535,-1.517392736
2.431541818,2.372988035,-2.395590231,-0.786426007,-1.623112806
0.978467192,-1.343255743,-0.086970856,-1.178338928,-0.042691256
0.600468682,-0.911512263,0.679089954,0.015551304,0.582883995
1.922568939,-0.983697012,-0.127723294,-0.221132051,1.235170102
-0.758526541,-0.952166911,-2.424504806,0.196198828,-0.490759103
-0.633470466,-1.958695433,2.723877692,-1.132533132,0.108367235
0.659535636,-0.130750128,1.918566202,0.707045503,-0.634890559
2.14224138,0.253950733,-0.555977989,-1.318177069,-1.132103553
-1.827851329,-1.018927756,-0.197539513,-1.277504342,-0.925337387
-0.767164,0.475540705,-0.508640589,1.314896365,-0.648581369
0.051661895,0.430956967,-0.562164236,-0.293726881,2.210329145
0.92183354,-0.568923345,-1.470739272,-0.332587432,0.246567472
-0.432680876,-0.53680327,-0.505910279,-0.245040593,-1.311762463
-0.543072975,0.189864553,-0.451543452,0.821230655,-0.901463409
0.886525385,0.514393586,-1.58049898,0.539428992,1.323042637
0.970476096,-0.378376175,1.117044642,0.462786898,-0.368953245
0.585944078,0.981176855,-0.580031809,-0.516414339,-0.317635413
-1.143241931,0.323801425,0.228617116,-0.910329951,1.541253426
-0.414426154,0.020890472,-0.617160755,2.555147006,-0.227114496
0.149772649,3.256585881,-0.543515075,1.117287125,0.097695964
0.013754701,1.272857558,-1.04567284,-0.815241953,0.782535459
0.691694429,0.762394098,1.423661547,-0.026253412,1.57007775
-0.737805648,0.765485831,0.374132061,-2.903510623,0.678036556
0.537263591,-2.048026383,0.55844901,-0.19478096,-0.348721876
0.608174367,-0.697980338,-0.082313099,-0.763586616,-0.760183384
-0.566871349,-0.060640796,-1.206950457,1.448180397,1.025228758
0.141422372,0.713094944,0.556308059,-0.692794523,0.413109169
-0.568540836,0.546330215,0.645225934,-0.057939823,0.178655887
-2.55963929,-0.912658041,0.049232725,-0.62569196,0.231786111
0.681063087,-0.936465948,0.401160131,1.024160559,-0.342386284
-1.42729306,1.002126241,-0.148244058,0.503950551,0.64598206
0.504159731,-0.339515821,3.550148078,-1.730065647,1.130740197
-0.158495848,-0.270268291,0.261359886,-0.783962871,-2.396671272
-0.922685062,1.363389088,0.153509337,0.702612643,1.739643797
-0.51540292,-0.171858824,-0.499985922,-0.251614274,0.645272951
1.265999539,1.035102854,-0.440586559,1.829252828,0.822264997
-0.143117533,-0.14517293,0.721059034,-0.088728987,0.39954777
-0.206452354,-0.868421206,0.950208181,2.083231032,0.727971792
0.358190588,-0.205589535,1.379035188,-0.624217431,-0.641221695
1.310845941,0.048987135,0.176710351,1.138441089,-1.854374097
1.218260988,-1.263931417,-0.959412032,-0.160924101,-0.361690598
-0.234592214,-0.083892953,0.536594114,2.357515063,-1.09160086
